"name","age","club","boat","gender","country","type"
"Ben Williams",NA,"FCKC","K","M","CAN",NA
"Benjamin Blanck",NA,"GIG","C","M","USA",NA
"Benjamin Goas",NA,"FCSCC","K","M","CAN",NA
"Benjamin Watter",NA,"GIG","K","M","USA",NA
"Blossom Brogan",NA,"BHAM","K","F","USA",NA
"Brenna Nott",NA,"PCA","C","F","CAN",NA
"Brennan McCarrier",NA,"SCKC","K","M","USA",NA
"Brian Kitson",NA,"FCKC","K","M","CAN",NA
"Brin Nyvall",NA,"CRCC","K","F","CAN",NA
"Bruce Porter",NA,"FN","K","M","CAN",NA
"Bryant Kelleway",NA,"RCKC","K","M","CAN",NA
"Cailey Race",NA,"FCSCC","K","F","CAN",NA
"Caitlin Jennings",NA,"SCKC","K","F","USA",NA
"Caleb Mitchell (PAM)",NA,"APC","K","M","CAN",NA
"Calvin Hou",NA,"SCKC","K","M","USA",NA
"Carson Ko",NA,"BCKC","K","M","CAN",NA
"Carson Van Horne",NA,"NKCC","K","M","CAN",NA
"Carter Hugill",NA,"RCKC","K","M","CAN",NA
"Cassidy MacPherson",NA,"RCKC","K","F","CAN",NA
"Cathy Potkins",NA,"NKCC","K","F","CAN",NA
"Cedar Champol",NA,"BHAM","K","M","USA",NA
"Cedric-Matti Charon",NA,"PCA","K","M","CAN",NA
"Chandra Reddy",NA,"FCSCC","K","F","CAN",NA
"Charlie Toth",NA,"FCKC","K","M","CAN",NA
"Charlotte Radcliff",NA,"GIG","K","F","USA",NA
"Claire St. Arnault",NA,"FCSCC","C","F","CAN",NA
"Cohen Hunter",NA,"FCSCC","K","M","CAN",NA
"Cole Palmer",NA,"GIG","C","M","USA",NA
"Coleton McCoy",NA,"BHAM","K","M","USA",NA
"Colin Templeton",NA,"RCKC","C","M","CAN",NA
"Colton McCoy",NA,"BHAM","K","M","USA",NA
"Conner Neil",NA,"GIG","K","M","USA",NA
"Connor Petersen",NA,"GIG","K","M","USA",NA
"Conor Kitching",NA,"GIG","K","M","USA",NA
"Cooper Julien",NA,"KCKC","C","M","CAN",NA
"Corey Stewart (PAM)",NA,"APC","K","M","CAN",NA
"Corey Stewart (Para)",NA,"APC","C","M","CAN",NA
"Damian Hickey",NA,"KCKC","K","M","CAN",NA
"Danica Johnson",NA,"FCSCC","C","F","CAN",NA
"Daniel Zhang",NA,"BCKC","K","M","CAN",NA
"Danylo Korsei",NA,"FCSCC","C","M","CAN",NA
"Dave Fort",NA,"SCKC","K","M","USA",NA
"Dave Potkins",NA,"NKCC","K","M","CAN",NA
"David Helliwell",NA,"FCSCC","K","M","CAN",NA
"Dawson Hutchinson",NA,"ALTA","K","M","CAN",NA
"Dillan Evancusky",NA,"ALTA","K","M","CAN",NA
"Douglas Hunter",NA,"KCKC","K","M","CAN",NA
"Drake Dalumpiines",NA,"GIG","K","M","USA",NA
"Dylan Boeholt",NA,"GIG","K","M","USA",NA
"Dylan Walsh",NA,"FCSCC","C","M","CAN",NA
"Einar Ogle",NA,"SCKC","K","M","USA",NA
"Eleanor Wang",NA,"BCKC","K","F","CAN",NA
"Elene Hale",NA,"GIG","C","F","USA",NA
"Elizabeth Clark",NA,"KCKC","K","F","CAN",NA
"Elizabeth Holmes",NA,"SCKC","K","F","USA",NA
"Ella Blanck",NA,"GIG","C","F","USA",NA
"Ella Moreau",NA,"CRCC","K","F","CAN",NA
"Ellenora Tsong",NA,"SCKC","K","F","USA",NA
"Ellie Scoggins",NA,"BHAM","K","F","USA",NA
"Ellis Adamson",NA,"GIG","C","M","USA",NA
"Elsie Hutton",NA,"GIG","C","F","USA",NA
"Emerson Hugill",NA,"RCKC","K","F","CAN",NA
"Emily Burt",NA,"PCA","K","F","CAN",NA
"Emma Albrecht",NA,"GIG","C","F","USA",NA
"Emma Bateman",NA,"FCSCC","K","F","CAN",NA
"Emmerson Fraser",NA,"PGCKC","K","M","CAN",NA
"Eric Shearer",NA,"ALTA","K","M","CAN",NA
"Erica Mao",NA,"BHAM","K","F","USA",NA
"Erica Potkins",NA,"NKCC","K","F","CAN",NA
"Erin Lim",NA,"FCSCC","K","F","CAN",NA
"Ethan Odegaard",NA,"BHAM","K","M","USA",NA
"Evan Chaisson",NA,"ALTA","K","M","CAN",NA
"Evan Degannes",NA,"ALTA","K","M","CAN",NA
"Ewan Mackenzie",NA,"RCKC","K","M","CAN",NA
"Finn Connel",NA,"CCKC","K","M","USA",NA
"Francesca Chen",NA,"FCSCC","K","F","CAN",NA
"Francesca Kelley",NA,"GIG","K","F","USA",NA
"Gabrielle Chen",NA,"FCSCC","K","F","CAN",NA
"Gannon Erickson",NA,"GIG","K","M","USA",NA
"Gillian Helliwell",NA,"FCSCC","K","F","CAN",NA
"Ginger Brown",NA,"ALTA","K","F","CAN",NA
"Gracie Gill",NA,"GIG","K","F","USA",NA
"Graeme McCuaig",NA,"FCSCC","K","M","CAN",NA
"Grant Huston",NA,"GIG","C","M","USA",NA
"Greg Shatsman",NA,"CCKC","K","M","USA",NA
"Greta Watson",NA,"BHAM","K","F","USA",NA
"Harris Hunter",NA,"KCKC","K","M","CAN",NA
"Harry Colhoun",NA,"BCKC","K","M","CAN",NA
"Hayden Heath",NA,"FCSCC","K","M","CAN",NA
"Hayden Lewis-Gosch",NA,"SCKC","K","M","USA",NA
"Hayden McCulloch",NA,"RCKC","C","M","CAN",NA
"Hayden McCullough",NA,"RCKC","K","M","CAN",NA
"Hilary Greenwood",NA,"BHAM","K","F","USA",NA
"Holly Adam",NA,"NCKC","K","F","CAN",NA
"Hudson Stange",NA,"GIG","K","M","USA",NA
"Iain St. Arnault",NA,"FCSCC","C","M","CAN",NA
"Ingrid Rangel-Ortega",NA,"BCKC","K","F","CAN",NA
"Jackson Ali",NA,"NCKC","K","M","CAN",NA
"Jackson Spikes",NA,"GIG","K","M","USA",NA
"Jacob Heath",NA,"FCSCC","K","M","CAN",NA
"Jaime Pady",NA,"NCKC","K","F","CAN",NA
"Jake Galvan",NA,"GIG","C","M","USA",NA
"Jake Loverock",NA,"BCKC","K","M","CAN",NA
"James McCann",NA,"FN","K","M","CAN",NA
"James Wilborn",NA,"GIG","K","M","USA",NA
"Jamie Defoe",NA,"FCKC","K","M","CAN",NA
"Jasper Letwin",NA,"NCKC","K","M","CAN",NA
"Jeanette Vetter",NA,"FCSCC","K","F","CAN",NA
"Jeremy Poulin",NA,"ALTA","K","M","CAN",NA
"Jericho Searle",NA,"APC","K","M","CAN",NA
"Joel Girouard",NA,"FN","K","M","CAN",NA
"Jonas Decker",NA,"KCKC","K","M","CAN",NA
"Joshua Chen (PAM)",NA,"APC","K","M","CAN",NA
"Joshua Gee",NA,"PCA","K","M","CAN",NA
"Josie Forbes",NA,"SCKC","K","F","USA",NA
"Julian Eusanio",NA,"NCKC","K","M","CAN",NA
"Julianne Girouard",NA,"FN","K","F","CAN",NA
"Justin Lan",NA,"CRCC","K","M","CAN",NA
"Kael Albertson",NA,"GIG","K","M","USA",NA
"Kael Johnson",NA,"ALTA","K","M","CAN",NA
"Kael Johnston",NA,"ALTA","C","M","CAN",NA
"Kahlen Tsze",NA,"FCSCC","K","F","CAN",NA
"Kai Auger",NA,"PCA","C","M","CAN",NA
"Kaiden Wilkinson",NA,"GIG","K","M","USA",NA
"Kaleb Aubey",NA,"FCKC","K","M","CAN",NA
"Kaleb Parry",NA,"FN","C","M","CAN",NA
"Karla Ogle",NA,"SCKC","K","F","USA",NA
"Kathy Nay",NA,"RCKC","K","F","CAN",NA
"Keegan Bateman",NA,"FCSCC","K","M","CAN",NA
"Keisa Bleiler",NA,"FCSCC","K","F","CAN",NA
"Kelly North",NA,"GIG","C","F","USA",NA
"Ken Deibert",NA,"FCKC","K","M","CAN",NA
"KenDeibert",NA,"FCKC","C","M","CAN",NA
"Kenjiro MacMartin",NA,"FCSCC","C","M","CAN",NA
"Kieran Nott",NA,"PCA","K","M","CAN",NA
"Kierra Willis",NA,"KCKC","K","F","CAN",NA
"Kole Harkabus",NA,"GIG","K","M","USA",NA
"Komal Gill",NA,"GIG","K","F","USA",NA
"Kristian McIntosh",NA,"RCKC","K","M","CAN",NA
"Kristian McIntosho",NA,"RCKC","C","M","CAN",NA
"Kyle Peterson",NA,"GIG","K","M","USA",NA
"Lana Weigelt",NA,"GIG","K","F","USA",NA
"Landon Drain",NA,"PCA","K","M","CAN",NA
"Landon McQuarrie",NA,"FCKC","C","M","CAN",NA
"Lauren Ko",NA,"BCKC","K","F","CAN",NA
"Lauryn Clague",NA,"FCSCC","K","F","CAN",NA
"Leo Ciuca",NA,"CCKC","K","M","USA",NA
"Liam Grover",NA,"KCKC","C","M","CAN",NA
"Lilah Carter",NA,"GIG","K","F","USA",NA
"Lincoln Hall",NA,"RCKC","K","M","CAN",NA
"Liza Bibby",NA,"FCSCC","K","F","CAN",NA
"Logan Velisek",NA,"FCSCC","K","M","CAN",NA
"Lucas Fong",NA,"BCKC","K","M","CAN",NA
"Lucas Goas",NA,"FCSCC","K","M","CAN",NA
"Lucia Neuls",NA,"KCKC","K","F","CAN",NA
"Lucinda Goodyear",NA,"SCKC","K","F","USA",NA
"Luka Shcherbyna",NA,"FCSCC","K","M","CAN",NA
"Luke Galvan",NA,"GIG","C","M","USA",NA
"Malo Derancourt",NA,"PCA","K","M","CAN",NA
"Mara Brogan",NA,"BHAM","K","F","USA",NA
"Margaret Rottsolk",NA,"CCKC","K","F","USA",NA
"Mario De Santis",NA,"FCKC","K","M","CAN",NA
"Marko Radovic",NA,"FCSCC","K","M","CAN",NA
"Maro De Santis",NA,"FCKC","K","M","CAN",NA
"Marty Martynowski",NA,"NKCC","K","M","CAN",NA
"Mason Parry",NA,"FN","K","M","CAN",NA
"Matt Nuttall",NA,"NCKC","K","M","CAN",NA
"Matt Perkins",NA,"NCKC","K","M","CAN",NA
"Matt Smith",NA,"Fort","C","M","CAN",NA
"Matthew House",NA,"KCKC","K","M","CAN",NA
"Matthew Smith",NA,"RCKC","K","M","CAN",NA
"Max Fillisetti",NA,"KCKC","K","M","CAN",NA
"Max Fillsetti",NA,"KCKC","K","M","CAN",NA
"Maxim Bryuzgin",NA,"ALTA","K","M","CAN",NA
"Maxine-Sana Charon",NA,"PCA","K","F","CAN",NA
"Maxine-Sanna Charon",NA,"PCA","K","F","CAN",NA
"Meisi Settle",NA,"GIG","C","F","USA",NA
"Mia Clarke",NA,"BHAM","K","F","USA",NA
"Micco Duplantis",NA,"FCSCC","K","M","CAN",NA
"Mico Duplantis",NA,"FCSCC","C","M","CAN",NA
"Miles Crocheron",NA,"BHAM","K","M","USA",NA
"Mimi Swetish",NA,"BHAM","K","F","USA",NA
"Miranda Kahlert",NA,"RCKC","C","F","CAN",NA
"Mischa Grover",NA,"KCKC","C","F","CAN",NA
"Mo Petersen",NA,"BHAM","K","F","USA",NA
"Moira Bader",NA,"FCSCC","K","F","CAN",NA
"Molly Spilker",NA,"BHAM","K","F","USA",NA
"Moyo Alabi",NA,"NCKC","K","F","CAN",NA
"Nandu Thanaraiselvam",NA,"CCKC","K","M","USA",NA
"Narin Jaff",NA,"FCSCC","C","F","CAN",NA
"Natalie Pankratz",NA,"APC","K","F","CAN",NA
"Nate Neuls",NA,"KCKC","K","M","CAN",NA
"Nathan Fasullo",NA,"FCKC","K","M","CAN",NA
"Nathan Race",NA,"FCSCC","K","M","CAN",NA
"Niamh Gibbons",NA,"NCKC","K","F","CAN",NA
"Nico Sauer",NA,"FCSCC","K","M","CAN",NA
"Nikkos Wang",NA,"BCKC","K","M","CAN",NA
"Niko Sauer",NA,"FCSCC","K","M","CAN",NA
"Noah Baker-Noyes",NA,"FCSCC","K","F","CAN",NA
"Noah Larson",NA,"GIG","K","M","USA",NA
"Noah MacMartin",NA,"FCSCC","K","M","CAN",NA
"Noah Stubbings",NA,"NCKC","K","M","CAN",NA
"Noelle Lagasse",NA,"APC","K","F","CAN",NA
"Nolan Nyvall",NA,"CRCC","K","M","CAN",NA
"Owen Jennings",NA,"SCKC","K","M","USA",NA
"Owen Mitchell",NA,"NCKC","K","M","CAN",NA
"Paige Gordon",NA,"BHAM","K","F","USA",NA
"Paige Graham",NA,"BHAM","K","F","USA",NA
"Paige Neil",NA,"GIG","K","F","USA",NA
"Peyton Kusche",NA,"GIG","K","M","USA",NA
"Portia Irving",NA,"NCKC","K","F","CAN",NA
"Quinn Crocheron",NA,"BHAM","K","M","USA",NA
"Quinn Thomson",NA,"FCSCC","C","M","CAN",NA
"Quintin Neuls",NA,"KCKC","K","M","CAN",NA
"Raegan Laird",NA,"GIG","K","F","USA",NA
"Reagan Guajardo",NA,"GIG","K","F","USA",NA
"Reagan Parry",NA,"FN","K","M","CAN",NA
"Reid Purdy",NA,"FCKC","K","M","CAN",NA
"Rene Gonzalez",NA,"ALTA","K","M","CAN",NA
"Ronan Nopp",NA,"SCKC","K","M","USA",NA
"Rose McDonald",NA,"FCSCC","K","F","CAN",NA
"Roshan Mukunda",NA,"FCSCC","K","M","CAN",NA
"Rowan Davison",NA,"FCSCC","K","M","CAN",NA
"Rowan Gow",NA,"FCKC","K","M","CAN",NA
"Ryan Lee",NA,"BHAM","K","M","USA",NA
"Ryan Yau",NA,"NCKC","K","M","CAN",NA
"Sally Greenwood",NA,"BHAM","K","F","USA",NA
"Sam Fasullo",NA,"FCKC","K","M","CAN",NA
"Samih Chama",NA,"ALTA","K","M","CAN",NA
"Sara Pollard",NA,"BCKC","K","F","CAN",NA
"Sarah Afrasiabi",NA,"GIG","C","F","USA",NA
"Sarah Grady",NA,"GIG","C","F","USA",NA
"Sarah Walshaw",NA,"FCSCC","K","F","CAN",NA
"Sasha Baker-Noyes",NA,"FCSCC","K","F","CAN",NA
"Sean Lee",NA,"BHAM","K","M","USA",NA
"Sebastian Rangel Ortega",NA,"BCKC","C","M","CAN",NA
"Senika Velisek",NA,"FCSCC","C","F","CAN",NA
"Shayla Thom",NA,"BCKC","C","F","CAN",NA
"Sheri Ernst",NA,"BCKC","K","F","CAN",NA
"Sherry Ernst",NA,"BCKC","K","F","CAN",NA
"Shila Thom",NA,"BCKC","K","F","CAN",NA
"Siabhan Gibbons",NA,"NCKC","K","F","CAN",NA
"Sophia Joe",NA,"CRCC","K","F","CAN",NA
"Sophia Nikitovic",NA,"NCKC","K","F","CAN",NA
"Sophia Sturiano",NA,"GIG","K","F","USA",NA
"Sorang Constantinescu",NA,"CRCC","K","M","CAN",NA
"Soren Ogle",NA,"SCKC","K","M","USA",NA
"Steve Juranovics",NA,"BCKC","K","M","CAN",NA
"Stu Chase",NA,"FCSCC","K","M","CAN",NA
"Stuart Chase",NA,"FCSCC","K","M","CAN",NA
"Taiki Auger",NA,"PCA","K","M","CAN",NA
"Tate Solomonson",NA,"KCKC","C","M","CAN",NA
"Teegan Letwin",NA,"NCKC","K","F","CAN",NA
"Terry Boelholt",NA,"GIG","K","M","USA",NA
"Tess Nuttall",NA,"NKCC","C","F","CAN",NA
"Thomas Colhoun",NA,"BCKC","K","M","CAN",NA
"Thorban Schroeder",NA,"NCKC","K","M","CAN",NA
"Tomoki MacMartin",NA,"FCSCC","K","M","CAN",NA
"Tyler Billing",NA,"RCKC","K","M","CAN",NA
"Van Holmen",NA,"ALTA","K","M","CAN",NA
"Vaughn Schenk",NA,"SCKC","K","M","USA",NA
"Vladamir Ivanov",NA,"SCKC","K","M","USA",NA
"Vladimir Ivanov",NA,"SCKC","K","M","USA",NA
"Warren Jaff",NA,"FCSCC","K","M","CAN",NA
"West Yip",NA,"BCKC","K","M","CAN",NA
"Weston Hester",NA,"GIG","C","M","USA",NA
"Will Day",NA,"PCA","K","M","CAN",NA
"Xander Mouland",NA,"RCKC","K","M","CAN",NA
"Zach McGiverin",NA,"BHAM","K","M","USA",NA
"Zachary Hugill",NA,"RCKC","K","M","CAN",NA
"Zack Smith",NA,"FCKC","K","M","CAN",NA
"Zoe Libner",NA,"GIG","K","F","USA",NA
"Zoe Taylor",NA,"NKCC","K","F","CAN",NA
