name,age,club,boat,gender,country,type
Kirsten Cheung,,FLCC,K,F,CAN,
Kristen To,,FCRCC,K,F,CAN,
Kristian McIntosh,,RCKC,K,M,CAN,
Kristin Bauder,,RCKC,K,F,CAN,
Krystal Himantog,,FCRCC,K,F,CAN,
Kyle Perrier,2001,,C,M,CAN,
Kyle Smith,1983,,K,M,CAN,
Landon McQuarrie,,FLCC,K,M,CAN,
Laura Mackinnon,2000,,K,F,CAN,
Laurence Vincent-Lapointe,1992,,C,F,CAN,Elite
Laurent Lavigne,2001,,K,M,CAN,
Lauryn Cheung,,FLCC,K,F,CAN,
Lauryn Clague,,FCRCC,K,F,CAN,
Léa-Sophie Héroux,2002,,C,F,CAN,
Léanne Gilbert,2000,,K,F,CAN,
Levi Rasmussen,,CRCC,K,M,CAN,
Lexy Vincent,1997,,K,F,CAN,
Liam Ring,2002,,K,M,CAN,
Liam Stewart,,FLCC,C,M,CAN,
Lila Macleod,2001,,K,F,CAN,
Lily Armstrong,2002,,C,F,CAN,
Lily Baert,2002,,K,F,CAN,
Lily Small,,RCKC,K,F,CAN,
Lindsay Irwin,2000,,C,F,CAN,
Lindsay Murray,2003,,C,F,CAN,
Lissa Bissonnette,1990,,K,F,CAN,
Lochlen Farquharson,1997,,K,M,CAN,
Logan Gauthier,2002,,C,M,CAN,
Logan Thom,2002,,C,M,CAN,
Louis Blanchette,2002,,K,M,CAN,
Louis Couture,2002,,C,M,CAN,
Louis Vranderick,2000,,K,M,CAN,
Lucas Mortensen,,FCRCC,K,M,CAN,
Lucas Stringer,2003,,C,M,CAN,
Lucas Turnbull,1999,,C,M,CAN,
Lucy Pennyfather,1999,,K,F,CAN,
Lucy Traves,2001,,K,F,CAN,
Luke Bennett,2001,,K,M,CAN,
Luke Stienburg,1999,,K,M,CAN,
Lysanne Toupin,2001,,K,F,CAN,
Maddy Beaudry,,PCA,K,F,CAN,
MacKenzie Sparks,2001,,C,F,CAN,
MacKenzie Reed,,VYPC,K,F,CAN,
Maddison Mackenzie,1995,,K,F,CAN,
Madeline Schmidt,1995,,K,F,CAN,
Madeline Smith,2003,,C,F,CAN,
Maeve Leblanc,2000,,C,F,CAN,
Maggie Henderson,,RCKC,K,F,CAN,
Maïka Nadeau,2002,,C,F,CAN,
Marc Cinq-mars,2002,,C,M,CAN,
Marc Cinq-Mars,2002,,C,M,CAN,
Marc-Alexandre Gagnon,1991,,K,M,CAN,
Maren Bradley,2001,,K,F,CAN,
Marie-Félix Courchesne,2002,,K,F,CAN,
Mark De Jonge,1984,,K,M,CAN,
Mark James,1991,,C,M,CAN,
Mark Marschalko,1997,,K,M,CAN,
Mark Oldershaw,1983,,C,M,CAN,
Mario deSantis,,FLCC,K,M,CAN,
Mark Franklin,,RCKC,K,M,CAN,
Marko Radovic,,FCRCC,K,M,CAN,
Marlee Macintosh,2000,,C,F,CAN,
Marshall Hughes,1995,,K,M,CAN,
Marvin Bader,2001,FCRCC,K,M,CAN,
Mary Brown,2002,,C,F,CAN,
Mason Koch,2000,,C,M,CAN,
Matao Buist,,KCKC,K,M,CAN,
Mathieu Gilbert,2002,,K,M,CAN,
Matthew Abbott,,PMPC,C,M,CAN,
Matthew Audas,2002,,K,M,CAN,
Matthew Koch,2003,,C,M,CAN,
Matthew Koehler,1998,,K,M,CAN,
Matthew Kuran,,RCKC,K,M,CAN,
Matthew Mullett,2002,,K,M,CAN,
Matthew O'Neill,2002,,C,M,CAN,
Matthew O´neill,2002,,C,M,CAN,
Matthew Sampson,2000,,C,M,CAN,
Max Perry,2000,,C,M,CAN,
Maxence Beauchesne,1996,,K,M,CAN,
Maxyme Leblanc,2001,,K,F,CAN,
Médérick Desrochers,2001,,C,M,CAN,
Megan Mcneil,2001,,K,F,CAN,
Meghan Cheung,,FLCC,K,F,CAN,
Melanie Avanthay,,BCKC,K,F,CAN,
Melody Oh,,RCKC,K,F,CAN,
Melissa Black,1994,,K,F,CAN,
Michael Lanyon,,KCKC,K,M,CAN,
Michaela Ermanovics,2000,,C,F,CAN,
Michelle Russell,1992,,K,F,CAN,
Michelle Vandermoor,,RCKC,K,F,CAN,
Mika Asano,,BCKC,K,F,CAN,
Milo Jackson,,FCRCC,K,M,CAN,
Miranda Rogers,2001,,K,F,CAN,
Molly Rusinak-Short,2004,,K,F,CAN,
Morgan Pugh Toole,1999,,K,F,CAN,
Nadya Crossman-Serb,1996,,C,F,CAN,
Naomi Avanthay,,BCKC,C,F,CAN,
Natalie Davison,1992,,K,F,CAN,
Natasha Spring,,FLCC,K,F,CAN,
Nay Nay,,RCKC,K,F,CAN,
Nazira Lakhani,,BCKC,K,F,CAN,
Nicholas Billard,2000,,C,M,CAN,
Nicholas Lamontagne,2001,,C,M,CAN,
Nicholas Matveev,1997,,K,M,CAN,
Nick Baert,1995,,C,M,CAN,
Nicky Dann,,CRCC,K,M,CAN,
Nicolas Thirion,1998,,K,M,CAN,
Nicole Darlington,,NCKC,K,F,CAN,
Nikolas Favreau-Regimballe,1998,,C,M,CAN,
Nikole Gorelova,2000,,C,F,CAN,
Noah MacMartin,,FCRCC,K,M,CAN,
Nora Featherstone,2000,,C,F,CAN,
Océane Marchand,2002,,K,F,CAN,
Olivia Denman,1996,,K,F,CAN,
Olivia Pucci,2001,,K,F,CAN,
Olivier Courchesne,1998,,K,M,CAN,
Oliver Esseltine,,PCA,C,M,CAN,
Omeed Lakhani,,BCKC,K,M,CAN,
Oskar Morawski,1999,Balmy Beach,K,M,CAN,
Palmer Lumb,1999,,K,M,CAN,
Patrick Dann,,CRCC,K,M,CAN,
Patrick Linden,,VYPC,K,M,CAN,
Paul Lapierre,1998,,K,M,CAN,
Peter Gogolev,2001,,K,M,CAN,
Philipe Turcanu,2000,,C,M,CAN,
Philippe Thérien,2000,,K,M,CAN,
Pierre-Luc Poulin,1995,,K,M,CAN,
Quinn Phare,,PCA,C,M,CAN,
Quinn Thomson,2003,BCKC,C,M,CAN,
Raine Giff,2002,,K,M,CAN,
Raphaël Nadeau,1999,,C,M,CAN,
Rebecca Sampson,2002,,K,F,CAN,
Reese Weir,,KCKC,K,F,CAN,
Reef Gladwin,,VYPC,K,M,CAN,
Rémi Bergeron,2002,,C,M,CAN,
Ricki Baxter,,BCKC,K,F,CAN,
Riley Gray,2002,,K,F,CAN,
Riley Melanson,1999,,K,F,CAN,
Robin Kendall,1997,,C,M,CAN,
Roland Varga,1990,,C,M,CAN,
Rosalie Belleville,2002,,C,F,CAN,
Rosalie Tremblay,2002,,K,F,CAN,
Rowan Davison,,FCRCC,K,M,CAN,
Rowan Gow,,FLCC,K,M,CAN,
Rowan Gray,2003,,K,M,CAN,
Rowan Hardy-Kavanagh,1996,,C,F,CAN,
Rayne Tarasiuk,,RCKC,K,F,CAN,
Ryan Cochrane,1983,,K,M,CAN,
Ryan Hayes,,FLCC,K,M,CAN,
Sabrina Cadoret,2002,,C,F,CAN,
Sacha Skirzyk,2001,,K,M,CAN,
Sam Halldorson,,BCKC,K,M,CAN,
Samantha Loutet,2001,,C,F,CAN,
Samantha Morse,2000,,K,F,CAN,
Samantha Stein,2000,,K,F,CAN,
Samantha Sula,1999,,K,F,CAN,
Samuel Hao,,FLCC,K,M,CAN,
Samuel Rosenthal,,KCKC,K,M,CAN,
Sandra Sorescu,,RCKC,K,M,CAN,
Sarah Nagy,2001,,K,F,CAN,
Sarah Végas-Dubois,1992,,K,F,CAN,
Sawyer Capes,2000,,K,M,CAN,
Sean Franklin,,RCKC,K,M,CAN,
Sebastian Hayto,,BCKC,K,M,CAN,
Sebastian Sorescu,,RCKC,K,M,CAN,
Seren Hampshire,2001,,K,F,CAN,
Shania Modha,,RCKC,K,F,CAN,
Shannon Myles,1998,,C,M,CAN,
Sharon Kim,,RCKC,K,F,CAN,
Sherry Hunk,,RCKC,K,F,CAN,
Shon Cottrill,,PMPC,Para,M,CAN,
Siobhan Gibbons,,NCKC,K,F,CAN,
Simon Chambers Crease,1998,,K,M,CAN,
Simon Coallier-Morissette,1998,,C,M,CAN,
Sky Leuba,,FLCC,K,M,CAN,
Sloan Mackenzie,2002,,C,F,CAN,
Somer Maceachern,2000,,K,F,CAN,
Sophia Jensen,2001,,C,F,CAN,
Spencer Robinson,2000,KCKC,K,M,CAN,
Stanley Netherton,,KCKC,K,M,CAN,
Stella Duncan,2002,,C,F,CAN,
Stephane Richard,2000,,C,M,CAN,
Stephanie Koenig,,FCRCC,C,F,CAN,
Stephen Courteney,,RCKC,C,M,CAN,
Stephen Frodsham,1995,,C,M,CAN,
Stephen Lucato,,VYPC,K,M,CAN,
Stephen Wang,,RCKC,K,M,CAN,
Steve Juranovics,,BCKC,K,M,CAN,
Steven Mare,,PKCC,K,M,CAN,
Stu Chase,,FCRCC,Para,M,CAN,
Tessa Nagai,,RCKC,K,F,CAN,
Thomas Côté,1999,,C,M,CAN,
Thomas Duff,,NCKC,K,M,CAN,
Thomas Hall,1995,,C,M,CAN,
Thomas McGrath,2002,Cheema,K,M,CAN,
Thomas Paquette,1999,,K,M,CAN,
Thomas Royal,2000,,K,M,CAN,
Tienchun Shi,,FLCC,K,M,CAN,
Tiffany Yau,2000,FCRCC,K,F,CAN,
Tomoki MacMartin,,FCRCC,K,M,CAN,
Toshka Besharah,2002,,K,F,CAN,
Ty Gee,,BCKC,K,M,CAN,
Tyler Demidoff,,RCKC,K,M,CAN,
Tyler Laidlaw,2000,,C,M,CAN,
Ula Langdon,,BCKC,K,F,CAN,
Vadim Covalciuc,2000,,K,M,CAN,
Verna McNichol,,RCKC,K,F,CAN,
Victor Desaulniers,1997,,K,M,CAN,
Vincent Jourdenais,1997,,K,M,CAN,
Vincent Tremblay-Cadotte,1999,,C,M,CAN,
Virginia Kuran,,RCKC,K,F,CAN,
Wes Hammer,,BCKC,K,M,CAN,
Wilf Payne,,RCKC,K,M,CAN,
William Mann,1999,,C,M,CAN,
William Miller,2001,,K,M,CAN,
Willow Kehler,,RCKC,K,F,CAN,
Xavier Levasseur,2002,,K,M,CAN,
Yasmine Semeniuk,,RCKC,C,F,CAN,
Ydris Hunter,2001,,C,M,CAN,
Zach Morgan,,KCKC,C,M,CAN,
Zane Clarke,1996,,K,M,CAN,
Rachel Marcuson,1988,MCC,C,F,CAN,
